Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",2-Jan,775,Individual,Linda B. Buck,1/29/1947,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,
2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",1-Jan,783,Individual,Wangari Muta Maathai,4/1/1940,Nyeri,Kenya,Female,,,,9/25/2011,Nairobi,Kenya
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",3-Jan,776,Individual,David J. Gross,2/19/1941,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,,,
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",3-Jan,777,Individual,H. David Politzer,8/31/1949,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",3-Jan,778,Individual,Frank Wilczek,5/15/1951,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",3-Jan,794,Individual,Yves Chauvin,10/10/1930,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,1/27/2015,Tours,France
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",3-Jan,795,Individual,Robert H. Grubbs,2/27/1942,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",3-Jan,796,Individual,Richard R. Schrock,1/4/1945,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",2-Jan,799,Individual,Robert J. Aumann,6/8/1930,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,,,
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",2-Jan,800,Individual,Thomas C. Schelling,4/14/1921,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,12/13/2016,"Bethesda, MD",United States of America
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1-Jan,801,Individual,Harold Pinter,10/10/1930,London,United Kingdom,Male,,,,12/24/2008,London,United Kingdom
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2-Jan,789,Individual,Barry J. Marshall,9/30/1951,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2-Jan,789,Individual,Barry J. Marshall,9/30/1951,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,,,
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2-Jan,790,Individual,J. Robin Warren,6/11/1937,Adelaide,Australia,Male,,Perth,Australia,,,
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2-Jan,797,Organization,International Atomic Energy Agency (IAEA),,,,,,,,,,
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2-Jan,798,Individual,Mohamed ElBaradei,6/17/1942,Cairo,Egypt,Male,,,,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",2-Jan,791,Individual,Roy J. Glauber,9/1/1925,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",4-Jan,792,Individual,John L. Hall,8/21/1934,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",4-Jan,792,Individual,John L. Hall,8/21/1934,"Denver, CO",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",4-Jan,793,Individual,Theodor W. Hänsch,10/30/1941,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",4-Jan,793,Individual,Theodor W. Hänsch,10/30/1941,Heidelberg,Germany,Male,Ludwig-Maximilians- Universität,Munich,Germany,,,
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1-Jan,806,Individual,Roger D. Kornberg,4/24/1947,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1-Jan,807,Individual,Edmund S. Phelps,7/26/1933,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1-Jan,808,Individual,Orhan Pamuk,6/7/1952,Istanbul,Turkey,Male,,,,,,
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",2-Jan,802,Individual,Andrew Z. Fire,4/27/1959,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",2-Jan,803,Individual,Craig C. Mello,10/19/1960,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,,,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",2-Jan,809,Individual,Muhammad Yunus,6/28/1940,Chittagong,British India (Bangladesh),Male,,,,,,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",2-Jan,810,Organization,Grameen Bank,,,,,,,,,,
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",2-Jan,804,Individual,John C. Mather,8/7/1946,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,,,
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",2-Jan,805,Individual,George F. Smoot,2/20/1945,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1-Jan,816,Individual,Gerhard Ertl,10/10/1936,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",3-Jan,820,Individual,Leonid Hurwicz,8/21/1917,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,6/24/2008,"Minneapolis, MN",United States of America
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",3-Jan,821,Individual,Eric S. Maskin,12/12/1950,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,,,
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",3-Jan,822,Individual,Roger B. Myerson,3/29/1951,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1-Jan,817,Individual,Doris Lessing,10/22/1919,Kermanshah,Persia (Iran),Female,,,,11/17/2013,London,United Kingdom
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,811,Individual,Mario R. Capecchi,10/6/1937,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,811,Individual,Mario R. Capecchi,10/6/1937,Verona,Italy,Male,Howard Hughes Medical Institute,,,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,812,Individual,Sir Martin J. Evans,1/1/1941,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,813,Individual,Oliver Smithies,6/23/1925,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,1/10/2017,"Chapel Hill, NC",United States of America
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",2-Jan,818,Organization,Intergovernmental Panel on Climate Change (IPCC),,,,,,,,,,
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",2-Jan,819,Individual,Albert Arnold (Al) Gore Jr.,3/31/1948,"Washington, DC",United States of America,Male,,,,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",2-Jan,814,Individual,Albert Fert,3/7/1938,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",2-Jan,814,Individual,Albert Fert,3/7/1938,Carcassonne,France,Male,Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",2-Jan,815,Individual,Peter Grünberg,5/18/1939,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,829,Individual,Osamu Shimomura,8/27/1928,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,829,Individual,Osamu Shimomura,8/27/1928,Kyoto,Japan,Male,Boston University Medical School,"Massachusetts, MA",United States of America,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,830,Individual,Martin Chalfie,1/15/1947,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,831,Individual,Roger Y. Tsien,2/1/1952,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,8/24/2016,"Eugene, OR",United States of America
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,831,Individual,Roger Y. Tsien,2/1/1952,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,,,8/24/2016,"Eugene, OR",United States of America
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1-Jan,834,Individual,Paul Krugman,2/28/1953,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",1-Jan,832,Individual,Jean-Marie Gustave Le Clézio,4/13/1940,Nice,France,Male,,,,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",2-Jan,823,Individual,Harald zur Hausen,3/11/1936,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",4-Jan,824,Individual,Françoise Barré-Sinoussi,7/30/1947,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",4-Jan,825,Individual,Luc Montagnier,8/18/1932,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,,,
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1-Jan,833,Individual,Martti Ahtisaari,6/23/1937,Viipuri (Vyborg),Finland,Male,,,,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",2-Jan,826,Individual,Yoichiro Nambu,1/18/1921,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,7/5/2015,Osaka,Japan
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",4-Jan,827,Individual,Makoto Kobayashi,4/7/1944,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",4-Jan,828,Individual,Toshihide Maskawa,2/7/1940,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",4-Jan,828,Individual,Toshihide Maskawa,2/7/1940,Nagoya,Japan,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,841,Individual,Venkatraman Ramakrishnan,,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,842,Individual,Thomas A. Steitz,8/23/1940,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,842,Individual,Thomas A. Steitz,8/23/1940,"Milwaukee, WI",United States of America,Male,Howard Hughes Medical Institute,,,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,843,Individual,Ada E. Yonath,6/22/1939,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,,,
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",2-Jan,846,Individual,Elinor Ostrom,8/7/1933,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,6/12/2012,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",2-Jan,846,Individual,Elinor Ostrom,8/7/1933,"Los Angeles, CA",United States of America,Female,Arizona State University,"Tempe, AZ",United States of America,6/12/2012,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",2-Jan,847,Individual,Oliver E. Williamson,9/27/1932,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1-Jan,844,Individual,Herta Müller,8/17/1953,"Nitzkydorf, Banat",Romania,Female,,,,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,835,Individual,Elizabeth H. Blackburn,11/26/1948,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,836,Individual,Carol W. Greider,4/15/1961,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,837,Individual,Jack W. Szostak,11/9/1952,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,837,Individual,Jack W. Szostak,11/9/1952,London,United Kingdom,Male,Massachusetts General Hospital,"Boston, MA",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,837,Individual,Jack W. Szostak,11/9/1952,London,United Kingdom,Male,Howard Hughes Medical Institute,,,,,
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",1-Jan,845,Individual,Barack H. Obama,8/4/1961,"Honolulu, HI",United States of America,Male,,,,,,
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",2-Jan,838,Individual,Charles Kuen Kao,11/4/1933,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,,,
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",2-Jan,838,Individual,Charles Kuen Kao,11/4/1933,Shanghai,China,Male,Chinese University of Hong Kong,Hong Kong,China,,,
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",4-Jan,839,Individual,Willard S. Boyle,8/19/1924,"Amherst, NS",Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,5/7/2011,"Truro, NS",Canada
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",4-Jan,840,Individual,George E. Smith,5/10/1930,"White Plains, NY",United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,,,
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",3-Jan,851,Individual,Richard F. Heck,8/15/1931,"Springfield, MA",United States of America,Male,University of Delaware,,United States of America,10/9/2015,Manila,Philippines
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",3-Jan,852,Individual,Ei-ichi Negishi,7/14/1935,Changchun,China,Male,Purdue University,"West Lafayette, IN",United States of America,,,
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",3-Jan,853,Individual,Akira Suzuki,9/12/1930,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,,,
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,856,Individual,Peter A. Diamond,4/29/1940,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,857,Individual,Dale T. Mortensen,2/2/1939,"Enterprise, OR",United States of America,Male,Northwestern University,"Evanston, IL",United States of America,1/9/2014,"Wilmette, IL",United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,857,Individual,Dale T. Mortensen,2/2/1939,"Enterprise, OR",United States of America,Male,Aarhus University,Aarhus,Denmark,1/9/2014,"Wilmette, IL",United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",3-Jan,858,Individual,Christopher A. Pissarides,2/20/1948,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,,,
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",1-Jan,854,Individual,Mario Vargas Llosa,3/28/1936,Arequipa,Peru,Male,,,,,,
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",1-Jan,848,Individual,Robert G. Edwards,9/27/1925,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,4/10/2013,Cambridge,United Kingdom
2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",1-Jan,855,Individual,Liu Xiaobo,12/28/1955,,China,Male,,,,,,
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2-Jan,849,Individual,Andre Geim,10/21/1958,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,,,
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2-Jan,850,Individual,Konstantin Novoselov,8/23/1974,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,,,
2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",1-Jan,867,Individual,Dan Shechtman,1/24/1941,Tel Aviv,British Mandate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",2-Jan,872,Individual,Thomas J. Sargent,7/19/1943,"Pasadena, CA",United States of America,Male,New York University,"New York, NY",United States of America,,,
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",2-Jan,873,Individual,Christopher A. Sims,10/21/1942,"Washington, DC",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,
2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",1-Jan,868,Individual,Tomas Tranströmer,4/15/1931,Stockholm,Sweden,Male,,,,3/26/2015,Stockholm,Sweden
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,861,Individual,Bruce A. Beutler,12/29/1957,"Chicago, IL",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,861,Individual,Bruce A. Beutler,12/29/1957,"Chicago, IL",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,862,Individual,Jules A. Hoffmann,8/2/1941,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,,,
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",2-Jan,863,Individual,Ralph M. Steinman,1/14/1943,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,9/30/2011,,
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",3-Jan,869,Individual,Ellen Johnson Sirleaf,10/29/1938,Monrovia,Liberia,Female,,,,,,
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",3-Jan,870,Individual,Leymah Gbowee,2/1/1972,Monrovia,Liberia,Female,,,,,,
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",3-Jan,871,Individual,Tawakkol Karman,2/7/1979,Ta'izz,Yemen,Female,,,,,,
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2-Jan,864,Individual,Saul Perlmutter,,"Champaign-Urbana, IL",United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,,,
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2-Jan,864,Individual,Saul Perlmutter,,"Champaign-Urbana, IL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,865,Individual,Brian P. Schmidt,2/24/1967,"Missoula, MT",United States of America,Male,Australian National University,Weston Creek,Australia,,,
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,866,Individual,Adam G. Riess,12/16/1969,"Washington, DC",United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,,,
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,866,Individual,Adam G. Riess,12/16/1969,"Washington, DC",United States of America,Male,Space Telescope Science Institute,"Baltimore, MD",United States of America,,,
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,878,Individual,Robert J. Lefkowitz,4/15/1943,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,,,,,
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,878,Individual,Robert J. Lefkowitz,4/15/1943,"New York, NY",United States of America,Male,Duke University Medical Center,"Durham, NC",United States of America,,,
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,879,Individual,Brian K. Kobilka,5/30/1955,"Little Falls, MN",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,882,Individual,Alvin E. Roth,12/18/1951,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
